Course Name,Instructor,Days,Class Time,Room,Subject,Course Number,Section,Attribute,CRN
ANALOG PHOTOGRAPHY I,"Reeves, Petra","M, W",12:00 - 13:45,ARTS 120,PHOT,1318,01,"EXCHANGE ELIGIBLE, GE CREATIVITY AND MAKING, TRAVEL-DOMESTIC",40410
STYLES &amp; THEMES: HANDMADE BOOKS,"Vitone, Joseph","M, W",14:30 - 16:15,ARTS 120,PHOT,3322,01,"REPEATABLE FOR DEGREE CREDIT, TRAVEL-DOMESTIC",40411
LARGE CAMERA,"Vitone, Joseph","M, W",12:00 - 13:50,ARTS 120,PHOT,3334,01,TRAVEL-DOMESTIC,40412
INTERNSHIP IN PHOTOGRAPHY AND MEDIA ARTS,"Lievens, Robert Daniel",F,11:00 - 11:50,None None,PHOT,4350,01,"EXCHANGE ELIGIBLE, INTERNSHIP, REPEATABLE FOR DEGREE CREDIT, TRAVEL-DOMESTIC",40413
MECHANICS &amp; WAVES LAB,"Estes, Mark Joseph",T,14:00 - 16:50,JBWS 362,PHYS,2125,01,"EXCHANGE ELIGIBLE, GE NATURAL SCIENCES",40854
MECHANICS AND WAVES,"Baumann, Mark Chapple","T, Th",08:00 - 09:15,JBWS 366,PHYS,2320,01,"EXCHANGE ELIGIBLE, GE NATURAL SCIENCES",40855
UNIVERSITY PHYSICS I,"Maleki, Parastoo","T, Th",08:00 - 10:50,JBWS 362,PHYS,2425,01,"EXCHANGE ELIGIBLE, GE NATURAL SCIENCES",40856
UNIVERSITY PHYSICS I,"Walter, Paul J","M, W",14:00 - 16:50,JBWS 362,PHYS,2425,02,"EXCHANGE ELIGIBLE, GE NATURAL SCIENCES",40857
RESEARCH IN PHYSICS,"Walter, Paul J",,,None None,PHYS,4157,01,"INTERNSHIP, REPEATABLE FOR DEGREE CREDIT, RESEARCH",40858
AMERICAN NATIONAL GOVERNMENT,"Long, Nicholas C.","M, W, F",12:00 - 12:50,TRUS 112,POLS,1305,01,GE DIVERSE AMERICAN PERSPECTVS,40136
AMERICAN NATIONAL GOVERNMENT,"Long, Nicholas C.","M, W, F",13:00 - 13:50,TRUS 112,POLS,1305,02,GE DIVERSE AMERICAN PERSPECTVS,40137
STATE AND LOCAL GOVERNMENT,"Long, Nicholas C.",,,None None,POLS,1306,01,GE DIVERSE AMERICAN PERSPECTVS,40135
RESEARCH METHODS IN POLITICAL,"Nunes, Rodrigo Marinho","M, W",14:00 - 15:15,TRUS 303,POLS,2319,01,EXCHANGE ELIGIBLE,40882
THE CIVICS LAB,"Concilio, Amy Lynn","T, Th",11:00 - 12:15,JBWS 163,POLS,2322,01,"AEL FIELD EXPERIENCE, GE MM EXP LEARNING SOC JUSTICE, GE MM SOCIAL IDENTITIES, REPEATABLE FOR DEGREE CREDIT",40138
INTERNATIONAL RELATIONS,"Guner, Selin Ece","T, Th",09:30 - 10:45,DOYL 134,POLS,2332,01,,40139
COMPARATIVE POLITICS,"Nichols, William E.","T, Th",14:00 - 15:15,DOYL 130,POLS,2341,01,GE GLOBAL PERSPECTIVES,40141
POLITICAL THEORY,"Guner, Selin Ece","T, Th",12:30 - 13:45,DOYL 134,POLS,2347,01,,40142
INTERNATIONAL POLITICS OF RUSSIA,"Cross, Sharyl Nicolette","T, Th",09:30 - 10:45,MOOD 302,POLS,2349,01,"REPEATABLE FOR DEGREE CREDIT, TRAVEL-DOMESTIC",40144
MODEL OAS,"Nunes, Rodrigo Marinho","T, Th",15:30 - 16:45,DOYL 132,POLS,2349,02,"AEL DOMESTIC TRAVEL, GE GLOBAL PERSPECTIVES, GE MM EXP LEARNING SOC JUSTICE, REPEATABLE FOR DEGREE CREDIT, TRAVEL-DOMESTIC",40146
THE U.S. CONGRESS,"Long, Nicholas C.","M, W, F",11:00 - 11:50,TRUS 112,POLS,4324,01,,40143
INTERNATIONAL POLITICS OF RUSSIA,"Cross, Sharyl Nicolette","T, Th",09:30 - 10:45,MOOD 302,POLS,4349,01,REPEATABLE FOR DEGREE CREDIT,40145
MODEL OAS,"Nunes, Rodrigo Marinho","T, Th",15:30 - 16:45,DOYL 132,POLS,4349,02,"AEL DOMESTIC TRAVEL, GE GLOBAL PERSPECTIVES, GE MM EXP LEARNING SOC JUSTICE, REPEATABLE FOR DEGREE CREDIT, TRAVEL-DOMESTIC",40147
INTERNSHIP IN POLITICAL SCIENCE,"Lee, Jooyoun","T, Th",08:00 - 09:15,DOYL 130,POLS,4350,01,"GE MM EXP LEARNING SOC JUSTICE, INTERNSHIP, REPEATABLE FOR DEGREE CREDIT, TRAVEL-DOMESTIC",40148
SENIOR SEMINAR IN POLITICAL SCIENCE,"Lee, Jooyoun","M, W",14:00 - 15:15,TRUS 118,POLS,4360,01,"GE MM WRITING RICH - UPPER, RESEARCH",40149
INTERNSHIP IN POLITICAL SCIENCE,"Lee, Jooyoun","T, Th",08:00 - 09:15,DOYL 130,POLS,4650,01,"GE MM EXP LEARNING SOC JUSTICE, INTERNSHIP, REPEATABLE FOR DEGREE CREDIT, TRAVEL-DOMESTIC",40150
TOPICS IN PSYCHOLOGY:,"Williams, Jeannetta G.","M, W",11:00 - 11:50,DOYL 134,PSYC,2249,01,REPEATABLE FOR DEGREE CREDIT,40151
GENERAL PSYCHOLOGY,"Disch, Michael","T, Th",09:30 - 10:45,TRUS 211,PSYC,2301,01,EXCHANGE ELIGIBLE,40152
GENERAL PSYCHOLOGY,"Disch, Michael","T, Th",11:00 - 12:15,TRUS 211,PSYC,2301,02,EXCHANGE ELIGIBLE,40153
GENERAL PSYCHOLOGY,"Paskos, Delia Kothmann","M, W, F",12:00 - 12:50,DOYL 130,PSYC,2301,03,EXCHANGE ELIGIBLE,40154
GENERAL PSYCHOLOGY,"Paskos, Delia Kothmann","M, W, F",13:00 - 13:50,DOYL 130,PSYC,2301,04,EXCHANGE ELIGIBLE,40155
HUMAN SEXUALITY,"Goldey, Katherine Luciana","M, W, F",12:00 - 12:50,TRUS 113,PSYC,2306,01,GE MM SOCIAL IDENTITIES,40156
HUMAN SEXUALITY,"Goldey, Katherine Luciana","M, W, F",13:00 - 13:50,TRUS 113,PSYC,2306,02,GE MM SOCIAL IDENTITIES,40157
CHILD DEVELOPMENT,"Martin, Moira Caitlin","T, Th",15:30 - 16:45,TRUS 211,PSYC,2308,01,,40158
LIFESPAN DEVELOPMENT,"Disch, Michael","M, W, F",10:00 - 10:50,DOYL 134,PSYC,2310,01,EXCHANGE ELIGIBLE,40159
LIFESPAN DEVELOPMENT,"Martin, Moira Caitlin","T, Th",12:30 - 13:45,TRUS 211,PSYC,2310,02,EXCHANGE ELIGIBLE,40160
LIFESPAN DEVELOPMENT,"Martin, Moira Caitlin",,,None None,PSYC,2310,03,EXCHANGE ELIGIBLE,40161
THEORIES OF PERSONALITY,"Williams, Jeannetta G.","M, W",14:00 - 15:15,DOYL 134,PSYC,2316,01,,40162
STATISTICS,"Rackley, Kadie Renee","M, W, F",10:00 - 10:50,TRUS 118,PSYC,2317,01,"EXCHANGE ELIGIBLE, GE QUANTITATIVE REASONING",40163
STATISTICS,"Rackley, Kadie Renee","M, W, F",11:00 - 11:50,TRUS 118,PSYC,2317,02,"EXCHANGE ELIGIBLE, GE QUANTITATIVE REASONING",40164
STATISTICS,"Rackley, Kadie Renee","M, W, F",12:00 - 12:50,TRUS 118,PSYC,2317,03,"EXCHANGE ELIGIBLE, GE QUANTITATIVE REASONING",40165
BIOPSYCHOLOGY,"Barton, Emily","T, Th",09:30 - 10:45,MOOD 307,PSYC,2321,01,,40166
BIOPSYCHOLOGY,"Barton, Emily",,,None None,PSYC,2321,02,,40167
CHEMICAL DEPENDENCY ISSUES,"Trevino, Katherine","M, W, F",10:00 - 10:50,DOYL 132,PSYC,2326,01,GE MM SOCIAL IDENTITIES,40168
CHEMICAL DEPENDENCY ISSUES,"Castaneda, Carlos Jesus","T, Th",12:30 - 13:45,MOOD 303,PSYC,2326,02,GE MM SOCIAL IDENTITIES,40169
HEALTH PSYCHOLOGY,"Martin, Moira Caitlin","T, Th",14:00 - 15:15,TRUS 211,PSYC,2349,01,REPEATABLE FOR DEGREE CREDIT,40170
YOUR MIND IS PLAYING TRICKS ON YOU: COGNITIVE PSYC IN REAL WORLD,"Disch, Michael","M, W, F",09:00 - 09:50,DOYL 134,PSYC,2349,02,REPEATABLE FOR DEGREE CREDIT,40171
SOCIAL PSYCHOLOGY,"Martel, Francois Alexi","M, W",14:00 - 15:15,LIBR 143,PSYC,3319,01,"GE MM SOCIAL IDENTITIES, ISP CRITICAL THINKING, ISP SOCIAL JUSTICE",40172
SOCIAL PSYCHOLOGY,"Williams, Jeannetta G.","M, W",15:30 - 16:45,DOYL 134,PSYC,3319,02,"GE MM SOCIAL IDENTITIES, ISP CRITICAL THINKING, ISP SOCIAL JUSTICE",40173
ADDICTION COUNSEL ETHICS &amp; PRACTICE I,"Trevino, Katherine","M, W, F",12:00 - 12:50,DOYL 132,PSYC,3333,01,,40174
COUNSELING AND TREATMENT FOR SUBSTANCE DISORDERS,"Trevino, Katherine","M, W, F",11:00 - 11:50,DOYL 132,PSYC,3356,01,,40175
RESEARCH METHODS,"Goldey, Katherine Luciana","T, Th",09:30 - 10:45,DOYL 103,PSYC,3438,01,"GE MM WRITING RICH - UPPER, ISP CRITICAL THINKING",40176
RESEARCH METHODS,"Martel, Francois Alexi",Th,11:30 - 12:20,DOYL 103,PSYC,3438,02,"GE MM WRITING RICH - UPPER, ISP CRITICAL THINKING",40177
RESEARCH METHODS,"Martel, Francois Alexi","M, W",15:30 - 16:45,DOYL 103,PSYC,3438,03,"GE MM WRITING RICH - UPPER, ISP CRITICAL THINKING",40178
"TRAUMA INFORMED CARE WITH CHILDREN, TEENS, AND FAMILIES","McCormick, Adam Gene","M, W, F",13:00 - 13:50,DOYL 132,PSYC,4325,01,GE MM SOCIAL IDENTITIES,40207
PSYCHOPATHOLOGY,"Velez, Melissa Mendoza","T, Th",11:00 - 12:15,DOYL 132,PSYC,4341,01,"ISP CRITICAL THINKING, ISP SOCIAL JUSTICE",40179
PSYCHOPATHOLOGY,"Velez, Melissa Mendoza","T, Th",12:30 - 13:45,DOYL 132,PSYC,4341,02,"ISP CRITICAL THINKING, ISP SOCIAL JUSTICE",40180
PSYCHOPATHOLOGY,"Velez, Melissa Mendoza",,,None None,PSYC,4341,03,"ISP CRITICAL THINKING, ISP SOCIAL JUSTICE",40181
THE VIOLENT SEX OFFENDER,"Paskos, Delia Kothmann","T, Th",09:30 - 10:45,None None,PSYC,4345,01,"ISP CRITICAL THINKING, ISP SOCIAL JUSTICE",40182
LATINE PSYCHOLOGY,"Velez, Melissa Mendoza","M, W",14:00 - 15:15,DOYL 130,PSYC,4349,01,REPEATABLE FOR DEGREE CREDIT,40183
PSYCHOLOGY IN HARRY POTTER,"Rackley, Kadie Renee","T, Th",14:00 - 15:15,DOYL 132,PSYC,4349,02,REPEATABLE FOR DEGREE CREDIT,40184
NEURODEVELOPMENTAL DIFFERENCES: EXPLORING AUTISM &amp; ADHD,"Castaneda, Carlos Jesus","T, Th",11:00 - 12:15,MOOD 303,PSYC,4349,03,REPEATABLE FOR DEGREE CREDIT,40185
RESEARCH &amp; FIELD EXPERIENCE,"Barton, Emily",,,None None,PSYC,4359,01,"GE MM EXP LEARNING SOC JUSTICE, GE MM WRITING RICH - UPPER, INTERNSHIP, ISP CRITICAL THINKING, RESEARCH, TRAVEL-DOMESTIC",40186
RESEARCH &amp; FIELD EXPERIENCE,"Paskos, Delia Kothmann",,,None None,PSYC,4359,02,"GE MM EXP LEARNING SOC JUSTICE, GE MM WRITING RICH - UPPER, INTERNSHIP, ISP CRITICAL THINKING, RESEARCH, TRAVEL-DOMESTIC",40187
CONTENT AREA LITERACY,"Jackson, Kathleen M.",M,18:30 - 21:20,TRUS 112,READ,4343,01,TRAVEL-DOMESTIC,40188
INTRO TO GLOBAL RELIGIONS,"Puett, Tiffany Dawn","T, Th",09:30 - 10:45,JBWS 366,RELS,1304,01,"EXCHANGE ELIGIBLE, GE MM SOCIAL IDENTITIES, GE STUDIES IN THEO &amp; RELIGION",40414
INTRO TO GLOBAL RELIGIONS,"Bertetta, Joshua A.","M, W",17:00 - 18:15,TRUS 116,RELS,1304,02,"EXCHANGE ELIGIBLE, GE MM SOCIAL IDENTITIES, GE STUDIES IN THEO &amp; RELIGION",40415
INTRO TO GLOBAL RELIGIONS,"Puett, Tiffany Dawn","T, Th",11:00 - 12:15,JBWS 366,RELS,1304,03,"EXCHANGE ELIGIBLE, GE MM SOCIAL IDENTITIES, GE STUDIES IN THEO &amp; RELIGION",40416
BASIC CHRISTIAN QUESTIONS,"Combs, Justin","M, W",14:00 - 15:15,MOOD 304,RELS,1315,01,"EXCHANGE ELIGIBLE, GE STUDIES IN THEO &amp; RELIGION",40417
BASIC CHRISTIAN QUESTIONS,"Combs, Justin","M, W",15:30 - 16:45,MOOD 304,RELS,1315,02,"EXCHANGE ELIGIBLE, GE STUDIES IN THEO &amp; RELIGION",40418
BASIC CHRISTIAN QUESTIONS,"Montgomery-Goodnough, Angelique","T, Th",09:30 - 10:45,TRUS 104,RELS,1315,03,"EXCHANGE ELIGIBLE, GE STUDIES IN THEO &amp; RELIGION",40419
INTRODUCTION TO CATHOLICISM,"Scruggs, Mathew","M, W, F",10:00 - 10:50,TRUS 104,RELS,1316,01,"EXCHANGE ELIGIBLE, GE MM EXP LEARNING SOC JUSTICE, GE STUDIES IN THEO &amp; RELIGION, AEL SERVICE LEARNING",40420
INTRODUCTION TO CATHOLICISM,"Scruggs, Mathew","M, W, F",11:00 - 11:50,TRUS 104,RELS,1316,02,"EXCHANGE ELIGIBLE, GE MM EXP LEARNING SOC JUSTICE, GE STUDIES IN THEO &amp; RELIGION, AEL SERVICE LEARNING",40421
INTRODUCTION TO CATHOLICISM,"Montgomery-Goodnough, Angelique","T, Th",08:00 - 09:15,TRUS 104,RELS,1316,03,"EXCHANGE ELIGIBLE, GE MM EXP LEARNING SOC JUSTICE, GE STUDIES IN THEO &amp; RELIGION, AEL SERVICE LEARNING",40422
FILM AND RELIGION,"Scruggs, Mathew","M, W",14:00 - 15:15,MOOD 206,RELS,2319,01,"GE STUDIES IN THEO &amp; RELIGION, REPEATABLE FOR DEGREE CREDIT",40423
INTRO TO THE HEBREW BIBLE,"Coblentz Bautch, Kelley Norene","M, W",15:30 - 16:45,MOOD 205,RELS,2321,01,"EXCHANGE ELIGIBLE, GE MM SOCIAL IDENTITIES, GE STUDIES IN THEO &amp; RELIGION",40424
"JUSTICE, PEACE AND LIBERATION","Scruggs, Mathew","T, Th",12:30 - 13:45,TRUS 303,RELS,2323,01,"EXCHANGE ELIGIBLE, GE MM EXP LEARNING SOC JUSTICE, GE STUDIES IN THEO &amp; RELIGION, AEL SERVICE LEARNING",40425
"JUSTICE, PEACE AND LIBERATION","Scruggs, Mathew","T, Th",15:30 - 16:45,TRUS 116,RELS,2323,02,"EXCHANGE ELIGIBLE, GE MM EXP LEARNING SOC JUSTICE, GE STUDIES IN THEO &amp; RELIGION, AEL SERVICE LEARNING",40426
WOMEN AND THE BIBLE,"Coblentz Bautch, Kelley Norene","T, Th",11:00 - 12:15,MOOD 205,RELS,2326,01,"EXCHANGE ELIGIBLE, GE MM EXP LEARNING SOC JUSTICE, GE STUDIES IN THEO &amp; RELIGION, AEL SERVICE LEARNING",40427
WOMEN AND THE BIBLE,"Coblentz Bautch, Kelley Norene","T, Th",14:00 - 15:15,MOOD 205,RELS,2326,02,"EXCHANGE ELIGIBLE, GE MM EXP LEARNING SOC JUSTICE, GE STUDIES IN THEO &amp; RELIGION, AEL SERVICE LEARNING",40428
SENIOR SEMINAR IN RELIGIOUS STUDIES,"Bautch, Richard J.","T, Th",09:30 - 10:45,HOLY 402,RELS,4342,01,"EXCHANGE ELIGIBLE, GE MM WRITING RICH - UPPER, GE STUDIES IN THEO &amp; RELIGION, REPEATABLE FOR DEGREE CREDIT, RESEARCH",40429
MENTORED RESEARCH,"Bautch, Richard J.","T, Th",09:30 - 10:45,HOLY 402,RELS,4351,01,"EXCHANGE ELIGIBLE, GE MM WRITING RICH - UPPER, GE STUDIES IN THEO &amp; RELIGION, RESEARCH",40430
DUAL DEGREE PROG: APU,"Nichols, William E.",,,None None,SADU,4005,01,"AEL ABROAD TRAVEL, REPEATABLE FOR DEGREE CREDIT",40243
DUAL DEGREE PROG: APU,"Nichols, William E.",,,None None,SADU,41201,01,"AEL ABROAD TRAVEL, REPEATABLE FOR DEGREE CREDIT, TRAVEL-ABROAD",40244
DUAL DEGREE PROG: APU,"Nichols, William E.",,,None None,SADU,41501,01,"AEL ABROAD TRAVEL, REPEATABLE FOR DEGREE CREDIT, TRAVEL-ABROAD",40245
"SCIENCE EXPLORATION: MYTHS, MYSTERIES &amp; THE TRUTH","Lopez, Genaro","T, Th",09:30 - 10:45,JBWS 261,SCIE,2324,01,"EXCHANGE ELIGIBLE, GE NATURAL SCIENCES",40859
"SCIENCE EXPLORATION: MYTHS, MYSTERIES &amp; THE TRUTH","Lopez, Genaro","T, Th",11:00 - 12:15,JBWS 261,SCIE,2324,02,"EXCHANGE ELIGIBLE, GE NATURAL SCIENCES",40860
INTRODUCTION TO SOCIAL WORK,"McCormick, Adam Gene","M, W, F",11:00 - 11:50,DOYL 130,SOCW,1301,01,"GE DIVERSE AMERICAN PERSPECTVS, TRAVEL-DOMESTIC",40197
THE U.S. SOCIAL SAFETY NET,"Heffron, Laurie Cook","T, Th",12:30 - 13:45,MOOD 206,SOCW,2318,01,"GE DIVERSE AMERICAN PERSPECTVS, TRAVEL-DOMESTIC",40198
BREAK SCHOOL-PRISON PIPELINE,"Beck Aguilera, Natalie Deann","T, Th",09:30 - 10:45,TRUS 113,SOCW,2322,01,GE DIVERSE AMERICAN PERSPECTVS,40199
CHEMICAL DEPENDENCY ISSUES,"Trevino, Katherine","M, W, F",10:00 - 10:50,DOYL 132,SOCW,2326,01,GE MM SOCIAL IDENTITIES,40200
CHEMICAL DEPENDENCY ISSUES,"Castaneda, Carlos Jesus","T, Th",12:30 - 13:45,MOOD 303,SOCW,2326,02,GE MM SOCIAL IDENTITIES,40201
FAMILIES &amp; INTIMATE RELATIONSHIPS,"McCormick, Adam Gene","M, W",14:00 - 15:15,DOYL 132,SOCW,3327,01,"GE MM SOCIAL IDENTITIES, GE MM WRITING RICH - UPPER, ISP CRITICAL THINKING, ISP SOCIAL JUSTICE",40203
HUMAN BEHAVIOR AND THE SOCIAL ENVIRONMENT,"McCormick, Adam Gene","M, W",15:30 - 16:45,DOYL 132,SOCW,3331,01,"ISP CRITICAL THINKING, ISP SOCIAL JUSTICE",40205
"TRAUMA INFORMED CARE WITH CHILDREN, TEENS, AND FAMILIES","McCormick, Adam Gene","M, W, F",13:00 - 13:50,DOYL 132,SOCW,4324,01,,40206
"RACE, CLASS AND GENDER","Whalley, Shane","T, Th",11:00 - 12:15,TRUS 215,SOCW,4343,01,"GE MM SOCIAL IDENTITIES, ISP CRITICAL THINKING, ISP GLOBAL UNDERSTANDING, ISP SOCIAL JUSTICE, TRAVEL-DOMESTIC",40208
PRACTICE &amp; THEORY WITH ORGS &amp; COMMUNITIES,"Heffron, Laurie Cook","T, Th",14:00 - 15:15,MOOD 206,SOCW,4344,01,"GE MM WRITING RICH - UPPER, ISP CRITICAL THINKING, ISP GLOBAL UNDERSTANDING, ISP SOCIAL JUSTICE",40209
PRACTICUM AND SEMINAR I,"Beck Aguilera, Natalie Deann","M, W",09:00 - 11:30,MOOD 300,SOCW,4650,01,"GE MM EXP LEARNING SOC JUSTICE, INTERNSHIP, ISP CRITICAL THINKING, ISP GLOBAL UNDERSTANDING, ISP SOCIAL JUSTICE, TRAVEL-DOMESTIC",40210
PRACTICUM AND SEMINAR II,"Beck Aguilera, Natalie Deann","M, W",09:00 - 11:30,MOOD 300,SOCW,4651,01,"GE MM EXP LEARNING SOC JUSTICE, INTERNSHIP, ISP CRITICAL THINKING, ISP GLOBAL UNDERSTANDING, ISP SOCIAL JUSTICE, TRAVEL-DOMESTIC",40211
SELF AND SOCIETY,"Echevarria Cruz, Samuel","T, Th",15:30 - 16:45,MOOD 206,SOCI,1301,01,GE DIVERSE AMERICAN PERSPECTVS,40189
SELF AND SOCIETY,,,,None None,SOCI,1301,02,GE DIVERSE AMERICAN PERSPECTVS,40190
THE US SOCIAL SAFETY NET,"Heffron, Laurie Cook","T, Th",12:30 - 13:45,MOOD 206,SOCI,2318,01,"GE DIVERSE AMERICAN PERSPECTVS, TRAVEL-DOMESTIC",40191
SOCIAL THEORY,"Echevarria Cruz, Samuel","T, Th",14:00 - 15:15,MOOD 204,SOCI,2345,01,,40192
GALACTIC JUSTICE: LAW &amp; ORDER IN STAR WARS,"Cabage, LeAnn Nicole","T, Th",12:30 - 13:45,MOOD 203,SOCI,2349,01,REPEATABLE FOR DEGREE CREDIT,40883
FAMILIES &amp; INTIMATE RELATIONSHIPS,"McCormick, Adam Gene","M, W",14:00 - 15:15,DOYL 132,SOCI,3327,01,"GE MM SOCIAL IDENTITIES, GE MM WRITING RICH - UPPER, ISP CRITICAL THINKING, ISP GLOBAL UNDERSTANDING, ISP SOCIAL JUSTICE",40194
"RACE, CLASS AND GENDER","Whalley, Shane","T, Th",11:00 - 12:15,TRUS 215,SOCI,4343,01,"GE MM SOCIAL IDENTITIES, ISP CRITICAL THINKING, ISP GLOBAL UNDERSTANDING, ISP SOCIAL JUSTICE, TRAVEL-DOMESTIC",40196
GALACTIC JUSTICE: LAW &amp; ORDER IN STAR WARS,"Cabage, LeAnn Nicole","T, Th",12:30 - 13:45,MOOD 203,SOCI,4349,01,REPEATABLE FOR DEGREE CREDIT,40193
SPANISH I (INTRODUCTORY),"Faunes, Regina","M, W, F",09:00 - 09:50,TRUS 113,SPAN,1311,01,"EXCHANGE ELIGIBLE, GE MODERN LANGUAGE",40431
SPANISH I (INTRODUCTORY),"Faunes, Regina","M, W, F",10:00 - 10:50,TRUS 113,SPAN,1311,02,"EXCHANGE ELIGIBLE, GE MODERN LANGUAGE",40432
SPANISH I (INTRODUCTORY),"Hammett, Emily","M, W, F",11:00 - 11:50,JBWN 204,SPAN,1311,03,"EXCHANGE ELIGIBLE, GE MODERN LANGUAGE",40433
SPANISH I (INTRODUCTORY),,"M, W, F",12:00 - 12:50,TRUS 216,SPAN,1311,04,"EXCHANGE ELIGIBLE, GE MODERN LANGUAGE",40434
SPANISH II (INTRODUCTORY),,"M, W, F",10:00 - 10:50,JBWS 361,SPAN,1312,01,GE MODERN LANGUAGE,40435
SPANISH II (INTRODUCTORY),,"M, W, F",12:00 - 12:50,TRUS 303,SPAN,1312,02,GE MODERN LANGUAGE,40436
SPANISH II (INTRODUCTORY),"Bernate, Emily Denise","T, Th",09:30 - 10:45,MOOD 202,SPAN,1312,03,GE MODERN LANGUAGE,40437
SPANISH II (INTRODUCTORY),"Bernate, Emily Denise","T, Th",11:00 - 12:15,MOOD 202,SPAN,1312,04,GE MODERN LANGUAGE,40438
SPANISH III (INTERMEDIATE),"Faunes, Regina","M, W, F",12:00 - 12:50,TRUS 211,SPAN,2311,01,GE MODERN LANGUAGE,40439
TOPICS IN HISPANIC STUDIES:,"Bernate, Emily Denise","T, Th",14:00 - 15:15,MOOD 202,SPAN,2351,01,"GE MODERN LANGUAGE, GE MM SOCIAL IDENTITIES, REPEATABLE FOR DEGREE CREDIT",40440
SPANISH GRAMMAR IN CONTEXT,"Bernate, Emily Denise","T, Th",15:30 - 16:45,MOOD 202,SPAN,3330,01,"GE MODERN LANGUAGE, GE MM SOCIAL IDENTITIES",40441
INTRO TO BUSINESS SPANISH,"Seminet, Georgia",,,None None,SPAN,3335,01,GE MODERN LANGUAGE,40442
INTRO TO LATIN AMERICA LITERATURE,"Faunes, Regina","M, W",14:00 - 15:15,JBWS 161,SPAN,3336,01,"GE EXPLORING ARTISTIC WORKS, GE MODERN LANGUAGE, GE MM SOCIAL IDENTITIES",40443
SPANISH FOR HEALTH &amp; HELPING PROFESSIONALS,"Seminet, Georgia",,,None None,SPAN,3355,01,GE MM SOCIAL IDENTITIES,40444
LANGUAGE-INSTRUCTION INTERNSHIP,,,,None None,SPAN,4352,01,"INTERNSHIP, REPEATABLE FOR DEGREE CREDIT, TRAVEL-DOMESTIC",40445
INTERNSHIP-ADV SPANISH FOR HEALTH &amp; HELPING PROFESSIONS,,,,None None,SPAN,4363,01,INTERNSHIP,40446
INTRO TO SPECIAL EDUCATION,,"T, Th",08:00 - 09:15,DOYL 132,SPED,2324,01,"GE MM EXP LEARNING SOC JUSTICE, TRAVEL-DOMESTIC",40212
WASHINGTON UNIV. - ST. LOUIS,"Early, Edward F.",,,None None,ESPG,4014,01,REPEATABLE FOR DEGREE CREDIT,40248
UTMB,"Early, Edward F.",,,None None,ESPG,4016,01,REPEATABLE FOR DEGREE CREDIT,40249
THEATER SKILLS I: STAGECRAFT AND LIGHTING,"Carpenter, Joe Lee","T, Th",12:30 - 13:45,ARTS 140,THAR,1330,01,EXCHANGE ELIGIBLE,40447
THEATER SKILLS II: COSTUME AND MAKEUP,"Towne, Susan Branch","T, Th",12:30 - 13:45,ARTS 147,THAR,1331,01,EXCHANGE ELIGIBLE,40448
ACTING I,"Skidis, Anna M","M, W",12:00 - 13:45,None None,THAR,1351,01,"EXCHANGE ELIGIBLE, TRAVEL-ABROAD",40449
BASIC THEATER PRACTICUM,"Eader, Kathryn Anne",,,None None,THAR,2160,01,"AEL CREATIVE WORKS, EXCHANGE ELIGIBLE, REPEATABLE FOR DEGREE CREDIT, RESEARCH",40450
DRAFTING FOR THE THEATER,"Eader, Kathryn Anne","T, Th",10:00 - 11:45,ARTS 140,THAR,2304,01,,40451
DESIGN FOR PERFORMANCE,"Towne, Susan Branch","T, Th",15:30 - 16:45,ARTS 140,THAR,2310,01,"EXCHANGE ELIGIBLE, GE CREATIVITY AND MAKING, TRAVEL-DOMESTIC",40452
HISTORY OF COSTUME &amp; DECOR,"Towne, Susan Branch","M, W",09:30 - 10:45,ARTS 140,THAR,2314,01,GE MM WRITING RICH - LOWER,40453
INTRODUCTION TO VOICE ACTING,"Gordon, Sheila Marie","M, W",15:30 - 16:45,ARTS 140,THAR,2315,01,,40454
COSTUME TECHNOLOGY,"Towne, Susan Branch","M, W",12:30 - 13:45,ARTS 147,THAR,2320,01,AEL CREATIVE WORKS,40455
PLAY ANALYSIS,"Eader, Kathryn Anne","T, Th",15:30 - 16:45,TRUS 118,THAR,2347,01,"EXCHANGE ELIGIBLE, GE EXPLORING ARTISTIC WORKS",40456
THEATER HISTORY I,"Braun, Timothy Andrew","T, Th",14:00 - 15:15,LIBR 143,THAR,2361,01,EXCHANGE ELIGIBLE,40457
BFA SENIOR FILM PREP,"Allen, Sally Ann",F,09:00 - 09:50,ARTS 141,THAR,3136,01,REPEATABLE FOR DEGREE CREDIT,40458
ADVANCED THEATER PRACTICUM,"Eader, Kathryn Anne",,,None None,THAR,3170,01,"AEL CREATIVE WORKS, REPEATABLE FOR DEGREE CREDIT, RESEARCH",40459
MUSICAL THEATER PERFORMANCE,,F,13:30 - 14:45,ARTS 141,THAR,3220,01,,40460
VOICE I,"Gordon, Sheila Marie","M, W",10:30 - 11:45,ARTS 141,THAR,3307,01,"GE MM WRITING RICH - UPPER, TRAVEL-DOMESTIC",40461
ACTING FOR THE CAMERA I,"Allen, Sally Ann",F,10:00 - 12:50,ARTS 141,THAR,3322,01,TRAVEL-DOMESTIC,40462
MAKE-UP DESIGN,"Downs, Jeffery Todd","M, W",17:00 - 18:15,ARTS 140,THAR,3326,01,AEL CREATIVE WORKS,40463
TECHNOLOGY STUDIO,"Eader, Kathryn Anne","M, W",09:00 - 10:45,THAR None,THAR,3328,01,AEL CREATIVE WORKS,40541
